filename,category
PA38-T6-ASN1-0.0032-0.0055.csv,Nonproportional
PA38-T6-ASN1-0.0036-0.0062.csv,Nonproportional
PA38-T6-ASN1-0.0040-0.0069.csv,Nonproportional
PA38-T6-ASN1-0.0048-0.0083.csv,Nonproportional
PA38-T6-ASN2a-0.0019-0.0933.csv,Nonproportional
PA38-T6-ASN2a-0.0024-0.0020.csv,Nonproportional
PA38-T6-ASN2a-0.0028-0.0024.csv,Nonproportional
PA38-T6-ASN2a-0.0038-0.0033.csv,Nonproportional
PA38-T6-ASN2a-0.0042-0.0037.csv,Nonproportional
PA38-T6-ASN2a-0.0047-0.0041.csv,Nonproportional
PA38-T6-ASN2a-0.0056-0.0049.csv,Nonproportional
PA38-T6-ASN3a-0.0009-0.0031.csv,Nonproportional
PA38-T6-ASN3a-0.0011-0.0039.csv,Nonproportional
PA38-T6-ASN3a-0.0013-0.0046.csv,Nonproportional
PA38-T6-ASN3a-0.0018-0.0062.csv,Nonproportional
PA38-T6-ASN3a-0.0020-0.0070.csv,Nonproportional
PA38-T6-ASN3a-0.0022-0.0077.csv,Nonproportional
PA38-T6-ASN3a-0.0027-0.0093.csv,Nonproportional
PA38-T6-ASN4c-0.0014-0.0025.csv,Nonproportional
PA38-T6-ASN4c-0.0018-0.0031.csv,Nonproportional
PA38-T6-ASN4c-0.0021-0.0037.csv,Nonproportional
PA38-T6-ASN4c-0.0029-0.0049.csv,Nonproportional
PA38-T6-ASN4c-0.0032-0.0056.csv,Nonproportional
PA38-T6-ASN4c-0.0036-0.0062.csv,Nonproportional
PA38-T6-ASN4c-0.0043-0.0074.csv,Nonproportional
PA38-T6-ASN5-0.0014-0.0025.csv,Nonproportional
PA38-T6-ASN5-0.0018-0.0031.csv,Nonproportional
PA38-T6-ASN5-0.0021-0.0037.csv,Nonproportional
PA38-T6-ASN5-0.0028-0.0049.csv,Nonproportional
PA38-T6-ASN5-0.0032-0.0055.csv,Nonproportional
PA38-T6-ASN5-0.0036-0.0061.csv,Nonproportional
PA38-T6-ASN5-0.0043-0.0074.csv,Nonproportional
PA38-T6-IP-0.0014-0.0024.csv,Proportional
PA38-T6-IP-0.0021-0.0037.csv,Proportional
PA38-T6-IP-0.0028-0.0049.csv,Proportional
PA38-T6-IP-0.0035-0.0061.csv,Proportional
PA38-T6-IP-0.0042-0.0073.csv,Proportional
PA38-T6-IP-0.0049-0.0086.csv,Proportional
PA38-T6-IP-0.0057-0.0098.csv,Proportional
PA38-T6-OP-0.0020-0.0035.csv,Nonproportional
PA38-T6-OP-0.0025-0.0043.csv,Nonproportional
PA38-T6-OP-0.0030-0.0052.csv,Nonproportional
PA38-T6-OP-0.0040-0.0069.csv,Nonproportional
PA38-T6-OP-0.0045-0.0078.csv,Nonproportional
PA38-T6-OP-0.0050-0.0087.csv,Nonproportional
PA38-T6-OP-0.0060-0.0104.csv,Nonproportional
PA38-T6-TC-0.0020.csv,Uniaxial
PA38-T6-TC-0.0030.csv,Uniaxial
PA38-T6-TC-0.0040.csv,Uniaxial
PA38-T6-TC-0.0047.csv,Uniaxial
PA38-T6-TC-0.0050.csv,Uniaxial
PA38-T6-TC-0.0060.csv,Uniaxial
PA38-T6-TC-0.0070.csv,Uniaxial
PA38-T6-TC-0.0080.csv,Uniaxial
PA38-T6-TOR-0.0035.csv,Pure Shear
PA38-T6-TOR-0.0052.csv,Pure Shear
PA38-T6-TOR-0.0069.csv,Pure Shear
PA38-T6-TOR-0.0087.csv,Pure Shear
PA38-T6-TOR-0.0104.csv,Pure Shear
PA38-T6-TOR-0.0121.csv,Pure Shear
PA38-T6-TOR-0.0139.csv,Pure Shear
pureTi-0.0055-0.0075.csv,Proportional
pureTi-0.0059-0.0103.csv,Proportional
pureTi-0.0072-0.0094.csv,Proportional
pureTi-0.0078-0.0100.csv,Proportional
pureTi-0.0078-0.0134.csv,Proportional
pureTi-0.0082-0.0107.csv,Proportional
pureTi-45-0.0053-0.0095.csv,Nonproportional
pureTi-45-0.0071-0.0123.csv,Nonproportional
pureTi-45-0.0087-0.0150.csv,Nonproportional
pureTi-90-0.0070-0.0121.csv,Nonproportional
pureTi-90-0.0090-0.0156.csv,Nonproportional
pureTi-90-0.0110-0.0191.csv,Nonproportional
q235b-0.00141-00245.csv,Proportional
q235b-0.00153-00265.csv,Nonproportional
q235b-0.002.csv,Uniaxial
q235b-0.00212-00367.csv,Proportional
q235b-0.00230-00398.csv,Nonproportional
q235b-0.0026.csv,Pure Shear
q235b-0.00283-00490.csv,Proportional
q235b-0.003.csv,Uniaxial
q235b-0.00306-00530.csv,Nonproportional
q235b-0.00346.csv,Pure Shear
q235b-0.00354-00612.csv,Proportional
q235b-0.00383-00663.csv,Nonproportional
q235b-0.004.csv,Uniaxial
q235b-0.00424-00735.csv,Proportional
q235b-0.00459-00795.csv,Nonproportional
q235b-0.005.csv,Uniaxial
q235b-0.00520.csv,Pure Shear
q235b-0.006.csv,Uniaxial
q235b-0.00693.csv,Pure Shear
q235b-0.008.csv,Uniaxial
q235b-0.00866.csv,Pure Shear
q235b-0.01039.csv,Pure Shear
q235b-90-0.0015-00260.csv,Nonproportional
q235b-90-0.002-00346.csv,Nonproportional
q235b-90-0.003-00520.csv,Nonproportional
q235b-90-0.004-00693.csv,Nonproportional
q235b-90-0.005-00866.csv,Nonproportional
q235b-L45-0.00181-00314.csv,Nonproportional
q235b-L45-0.00272-00471.csv,Nonproportional
q235b-L45-0.00363-00628.csv,Nonproportional
q235b-L45-0.00453-00785.csv,Nonproportional
q235b-L45-0.00544-00942.csv,Nonproportional
q235b-L90-0.0015-00260.csv,Nonproportional
q235b-L90-0.002-00346.csv,Nonproportional
q235b-L90-0.003-0052.csv,Nonproportional
q235b-L90-0.004-00693.csv,Nonproportional
q235b-L90-0.005-00866.csv,Nonproportional
q235b-L90-0.006-01039.csv,Nonproportional
S347-A-0.0025.csv,Uniaxial
S347-A-0.0035.csv,Uniaxial
S347-A-0.004.csv,Uniaxial
S347-A-0.005.csv,Uniaxial
S347-A-0.006.csv,Uniaxial
S347-A-0.008.csv,Uniaxial
S347-A-0.01.csv,Uniaxial
S347-B-0.01.csv,Pure Shear
S347-C-0.0017-0.003.csv,Proportional
S347-C-0.00173-0.003.csv,Proportional
S347-C-0.0023-0.004.csv,Proportional
S347-C-0.00346-0.006.csv,Proportional
S347-C-0.00577-0.01.csv,Proportional
S347-D-0.00231-0.004.csv,Nonproportional
S347-D-0.00346-0.006.csv,Nonproportional
S347-D-0.00577-0.01.csv,Nonproportional
S347-E-0.00231-0.004.csv,Nonproportional
S347-E-0.00346-0.006.csv,Nonproportional
S347-E-0.00577-0.01.csv,Nonproportional
S45C-AAT01.csv,Proportional
S45C-AAT02.csv,Proportional
S45C-AAT03.csv,Proportional
S45C-AC-0.003.csv,Uniaxial
S45C-AC-0.004.csv,Uniaxial
S45C-AC-0.005.csv,Uniaxial
S45C-AC-0.01.csv,Uniaxial
S45C-AC-0.015.csv,Uniaxial
S45C-AC-0.025.csv,Uniaxial
S45C-AP01.csv,Nonproportional
S45C-AP02.csv,Nonproportional
S45C-AVAR02.csv,Uniaxial
S45C-AVAR04.csv,Uniaxial
S45C-AVAR06.csv,Uniaxial
S45C-B-0.0077-0.0066.csv,Nonproportional
S45C-COP-22.5-0.018-0.0082.csv,Nonproportional
S45C-COP-45-0.006-0.0055.csv,Nonproportional
S45C-COP-45-0.018-0.0082.csv,Nonproportional
S45C-COP-90-0.006-0.0055.csv,Nonproportional
S45C-COP-90-0.009-0.0041.csv,Nonproportional
S45C-CPRO-0.0036-0.0065.csv,Proportional
S45C-CPRO-0.006-0.0052.csv,Proportional
S45C-CPRO-0.0072-0.0065.csv,Proportional
S45C-CPRO-0.009-0.0041.csv,Proportional
S45C-CPRO-0.009-0.0082.csv,Proportional
S45C-PVAR01.csv,Nonproportional
S45C-PVAR02.csv,Proportional
S45C-R01.csv,Nonproportional
S45C-R02.csv,Nonproportional
S45C-TC-0.003.csv,Pure Shear
S45C-TC-0.004.csv,Pure Shear
S45C-TC-0.005.csv,Pure Shear
S45C-TC-0.006.csv,Pure Shear
S45C-TC-0.008.csv,Pure Shear
S45C-TC-0.009.csv,Pure Shear
S45C-TC-0.015.csv,Pure Shear
S45C-TVAR02.csv,Pure Shear
S45C-TVAR03.csv,Pure Shear
S45C-TVAR04.csv,Pure Shear
S45C-TVAR05.csv,Pure Shear
S45C-TVAR07.csv,Pure Shear
S460N-a-0.00104-0.0018.csv,Proportional
S460N-a-0.00144-0.0025.csv,Proportional
S460N-a-0.00173-0.003.csv,Proportional
S460N-b-0.00104-0.0018.csv,Nonproportional
S460N-b-0.00115-0.002.csv,Nonproportional
S460N-b-0.00144-0.0025.csv,Nonproportional
S460N-b-0.00173-0.003.csv,Nonproportional
S460N-b-0.00231-0.004.csv,Nonproportional
S460N-b-0.00404-0.007.csv,Nonproportional
S460N-c-0.00115-0.002.csv,Nonproportional
S460N-c-0.00144-0.0025.csv,Nonproportional
S460N-c-0.00173-0.003.csv,Nonproportional
S460N-d-0.00115-0.002.csv,Nonproportional
S460N-d-0.00144-0.0025.csv,Nonproportional
S460N-e-0.00144-0.0025.csv,Nonproportional
S460N-e-0.00173-0.003.csv,Nonproportional
S460N-f-0.00173-0.003.csv,Nonproportional
S460N-f-0.00231-0.004.csv,Nonproportional
S460N-g-0.00173-0.003.csv,Proportional
S460N-g-0.0026-0.0045.csv,Proportional
S460N-h-0.00173-0.003.csv,Nonproportional
S460N-h-0.002-0.00346.csv,Nonproportional
S460N-h-0.003-0.0052.csv,Nonproportional
S460N-i-0.00173-0.003.csv,Nonproportional
S460N-i-0.003-0.0052.csv,Nonproportional
S460N-j-0.00144-0.0025.csv,Nonproportional
S460N-j-0.00173-0.003.csv,Nonproportional
S460N-k-0.00144-0.0025.csv,Nonproportional
S460N-k-0.00173-0.003.csv,Nonproportional
S460N-l-0.00144-0.0025.csv,Nonproportional
S460N-m-0.0025.csv,Nonproportional
S460N-m-0.003.csv,Nonproportional
S460N-m-0.004.csv,Nonproportional
S460N-ten-0.0022.csv,Uniaxial
S460N-ten-0.0033.csv,Uniaxial
S460N-ten-0.005.csv,Uniaxial
S460N-tor-0.0043.csv,Pure Shear
S460N-tor-0.0045.csv,Pure Shear
S460N-tor-0.01.csv,Pure Shear
SNCM630-AP.csv,Nonproportional
SNCM630-AT01.csv,Proportional
SNCM630-AT05.csv,Proportional
SNCM630-B.csv,Nonproportional
SNCM630-COP45.csv,Nonproportional
SNCM630-COP90.csv,Nonproportional
SNCM630-CP.csv,Proportional
SNCM630-CPCOP.csv,Nonproportional
SNCM630-PV.csv,Nonproportional
SNCM630-R01.csv,Nonproportional
SNCM630-R02.csv,Nonproportional
SNCM630-R03.csv,Nonproportional
SNCM630-SI03.csv,Proportional
SNCM630-SI06.csv,Proportional
SNCM630-SO03.csv,Nonproportional
SNCM630-SO06.csv,Nonproportional
SNCM630-TA05.csv,Proportional
TC4-0-0.00345-0.00648.csv,Proportional
TC4-0-0.00427-0.00710.csv,Proportional
TC4-0-0.00576-0.00938.csv,Proportional
TC4-0-0.00687-0.01111.csv,Proportional
TC4-0-0.00863-0.01371.csv,Proportional
TC4-0-0.01391-0.02038.csv,Proportional
TC4-45-0.00391-0.00643.csv,Nonproportional
TC4-45-0.00418-0.00702.csv,Nonproportional
TC4-45-0.00496-0.00831.csv,Nonproportional
TC4-45-0.00620-0.01043.csv,Nonproportional
TC4-45-0.00772-0.01255.csv,Nonproportional
TC4-45-0.01224-0.01756.csv,Nonproportional
TC4-90-0.00349-0.00639.csv,Nonproportional
TC4-90-0.00418-0.00704.csv,Nonproportional
TC4-90-0.00499-0.00821.csv,Nonproportional
TC4-90-0.00556-0.00934.csv,Nonproportional
TC4-90-0.00632-0.01079.csv,Nonproportional
TC4-90-0.01229-0.01700.csv,Nonproportional
TC4-e-0.0055.csv,Uniaxial
TC4-e-0.006.csv,Uniaxial
TC4-e-0.007.csv,Uniaxial
TC4-e-0.008.csv,Uniaxial
TC4-e-0.009.csv,Uniaxial
TC4-e-0.011.csv,Uniaxial
TC4-e-0.013.csv,Uniaxial
TC4-e-0.015.csv,Uniaxial
TC4-e-0.017.csv,Uniaxial
TC4-e-0.02.csv,Uniaxial
TC4-e-0.023.csv,Uniaxial
TC4-g-0.00798.csv,Pure Shear
TC4-g-0.00833.csv,Pure Shear
TC4-g-0.00848.csv,Pure Shear
TC4-g-0.00889.csv,Pure Shear
TC4-g-0.01038.csv,Pure Shear
TC4-g-0.01302.csv,Pure Shear
TC4-g-0.01645.csv,Pure Shear
TC4-g-0.01942.csv,Pure Shear
TC4-g-0.02309.csv,Pure Shear
X5CrNi-0-0.0069.csv,Pure Shear
X5CrNi-0-0.0087.csv,Pure Shear
X5CrNi-0-0.0095.csv,Pure Shear
X5CrNi-0-0.0104.csv,Pure Shear
X5CrNi-0-0.0113.csv,Pure Shear
X5CrNi-0-0.0121.csv,Pure Shear
X5CrNi-0-0.0139.csv,Pure Shear
X5CrNi-0.0028-0.0049.csv,Proportional
X5CrNi-0.0035-0.0061.csv,Proportional
X5CrNi-0.0039-0.0067.csv,Proportional
X5CrNi-0.004-0.csv,Uniaxial
X5CrNi-0.0042-0.0073.csv,Proportional
X5CrNi-0.0046-0.0080.csv,Proportional
X5CrNi-0.0049-0.0086.csv,Proportional
X5CrNi-0.005-0.csv,Uniaxial
X5CrNi-0.0055-0.csv,Uniaxial
X5CrNi-0.0057-0.0098.csv,Proportional
X5CrNi-0.006-0.csv,Uniaxial
X5CrNi-0.0065-0.csv,Uniaxial
X5CrNi-0.007-0.csv,Uniaxial
X5CrNi-0.008-0.csv,Uniaxial
X5CrNi-1-4-0.0033-0.0029.csv,Nonproportional
X5CrNi-1-4-0.0038-0.0033.csv,Nonproportional
X5CrNi-1-4-0.0047-0.0041.csv,Nonproportional
X5CrNi-1-4-0.0052-0.0045.csv,Nonproportional
X5CrNi-1-4-0.0056-0.0049.csv,Nonproportional
X5CrNi-1-4-0.0061-0.0053.csv,Nonproportional
X5CrNi-1-4-0.0066-0.0057.csv,Nonproportional
X5CrNi-10-2-0.0016-0.0054.csv,Nonproportional
X5CrNi-10-2-0.0018-0.0062.csv,Nonproportional
X5CrNi-10-2-0.0022-0.0077.csv,Nonproportional
X5CrNi-10-2-0.0025-0.0085.csv,Nonproportional
X5CrNi-10-2-0.0027-0.0093.csv,Nonproportional
X5CrNi-10-2-0.0029-0.0101.csv,Nonproportional
X5CrNi-10-2-0.0031-0.0108.csv,Nonproportional
X5CrNi-2-1-0.0028-0.0048.csv,Nonproportional
X5CrNi-2-1-0.0032-0.0055.csv,Nonproportional
X5CrNi-2-1-0.0040-0.0069.csv,Nonproportional
X5CrNi-2-1-0.0044-0.0076.csv,Nonproportional
X5CrNi-2-1-0.0048-0.0083.csv,Nonproportional
X5CrNi-2-1-0.0052-0.0090.csv,Nonproportional
X5CrNi-2-1-0.0056-0.0097.csv,Nonproportional
X5CrNi-2-12-0.0031-0.0032.csv,Nonproportional
X5CrNi-2-12-0.0035-0.0036.csv,Nonproportional
X5CrNi-2-12-0.0044-0.0046.csv,Nonproportional
X5CrNi-2-12-0.0048-0.0050.csv,Nonproportional
X5CrNi-2-12-0.0053-0.0055.csv,Nonproportional
X5CrNi-2-12-0.0057-0.0059.csv,Nonproportional
X5CrNi-2-12-0.0061-0.0064.csv,Nonproportional
X5CrNi-20-14-0.0025-0.0043.csv,Nonproportional
X5CrNi-20-14-0.0028-0.0049.csv,Nonproportional
X5CrNi-20-14-0.0036-0.0061.csv,Nonproportional
X5CrNi-20-14-0.0039-0.0068.csv,Nonproportional
X5CrNi-20-14-0.0046-0.0080.csv,Nonproportional
X5CrNi-20-14-0.0050-0.0086.csv,Nonproportional
X5CrNi-20-14-0.0053-0.0091.csv,Nonproportional
X5CrNi-90-0.0035-0.0061.csv,Nonproportional
X5CrNi-90-0.0040-0.0069.csv,Nonproportional
X5CrNi-90-0.0050-0.0087.csv,Nonproportional
X5CrNi-90-0.0055-0.0095.csv,Nonproportional
X5CrNi-90-0.0060-0.0104.csv,Nonproportional
X5CrNi-90-0.0065-0.0113.csv,Nonproportional
X5CrNi-90-0.0070-0.0121.csv,Nonproportional
ZK60-0-0.0028-0.0060.csv,Proportional
ZK60-0-0.0032-0.0040.csv,Proportional
ZK60-0-0.0032-0.0046.csv,Proportional
ZK60-0-0.0036-0.0050.csv,Proportional
ZK60-0-0.0043-0.0040.csv,Proportional
ZK60-0-0.0043-0.0046.csv,Proportional
ZK60-0-0.005-0.0035.csv,Proportional
ZK60-90-0.0028-0.0060.csv,Nonproportional
ZK60-90-0.0032-0.0040.csv,Nonproportional
ZK60-90-0.0032-0.0046.csv,Nonproportional
ZK60-90-0.0036-0.0050.csv,Nonproportional
ZK60-90-0.0043-0.0040.csv,Nonproportional
ZK60-90-0.0043-0.0046.csv,Nonproportional
ZK60-90-0.005-0.0035.csv,Nonproportional
